score,strategy,total_trades,long_trades,short_trades,wins,win_rate,profit_factor,total_pnl_pct,max_drawdown_pct,sharpe_ratio,avg_win_pct,avg_loss_pct,avg_bars_held,buy_hold_pct,train_pnl,test_pnl,train_wr,test_wr,train_trades,test_trades,p,params
0.0,momentum,240,29,211,45,18.75,0.7229,-10.0466,10.0021,-1.4204,0.5823,-0.1859,3.5,9.336219859055417,-4.9123,-5.1344,15.97,21.49,119,121,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,240,29,211,76,31.67,0.7466,-8.6484,9.3167,-1.2764,0.3352,-0.2081,3.1,9.336219859055417,-3.8591,-4.7892,28.57,34.71,119,121,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}"
0.0,momentum,240,29,211,60,25.0,0.7032,-14.3645,13.574,-1.6901,0.5673,-0.2689,4.6,9.336219859055417,-8.3426,-6.0219,23.53,26.45,119,121,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}"
0.0,momentum,240,29,211,97,40.42,0.7232,-12.776,12.1774,-1.5525,0.3441,-0.3228,4.1,9.336219859055417,-8.6409,-4.1352,34.45,46.28,119,121,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}"
0.0,momentum,223,27,196,70,31.39,0.7359,-15.0396,14.2039,-1.701,0.5987,-0.3722,5.9,9.336219859055417,-10.9362,-4.1035,28.45,34.58,116,107,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,223,27,196,70,31.39,0.7359,-15.0396,14.2039,-1.701,0.5987,-0.3722,5.9,9.336219859055417,-10.9362,-4.1035,28.45,34.58,116,107,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}"
0.0,momentum,223,27,196,41,18.39,0.7351,-8.9415,8.8077,-1.3903,0.6051,-0.1854,3.5,9.336219859055417,-6.0684,-2.8732,14.66,22.43,116,107,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,223,27,196,69,30.94,0.7817,-6.9459,7.2098,-1.1156,0.3604,-0.2066,3.1,9.336219859055417,-4.8027,-2.1432,27.59,34.58,116,107,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}"
0.0,momentum,223,27,196,55,24.66,0.7109,-13.1433,12.5045,-1.6965,0.5878,-0.2707,4.5,9.336219859055417,-9.8762,-3.2671,21.55,28.04,116,107,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}"
0.0,momentum,223,27,196,86,38.57,0.738,-11.4122,10.9663,-1.5121,0.3738,-0.318,4.0,9.336219859055417,-9.6476,-1.7646,32.76,44.86,116,107,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.0, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}"
0.0,momentum,240,29,211,67,27.92,0.6863,-19.9293,18.3612,-1.9501,0.6509,-0.3673,6.9,9.336219859055417,-6.244,-13.6852,29.41,26.45,119,121,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,240,29,211,67,27.92,0.6863,-19.9293,18.3612,-1.9501,0.6509,-0.3673,6.9,9.336219859055417,-6.244,-13.6852,29.41,26.45,119,121,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}"
0.0,momentum,240,29,211,33,13.75,0.6609,-12.5201,13.3757,-1.6936,0.7395,-0.1784,4.1,9.336219859055417,-3.0921,-9.4279,13.45,14.05,119,121,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,240,29,211,74,30.83,0.6948,-10.4375,10.6442,-1.5539,0.3211,-0.206,3.3,9.336219859055417,-4.2868,-6.1507,27.73,33.88,119,121,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}"
0.0,momentum,240,29,211,49,20.42,0.6965,-14.8749,14.0682,-1.6383,0.6968,-0.2566,5.3,9.336219859055417,-5.3423,-9.5326,21.85,19.01,119,121,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}"
0.0,momentum,240,29,211,95,39.58,0.6844,-14.5892,13.7785,-1.8018,0.333,-0.3188,4.2,9.336219859055417,-9.149,-5.4402,33.61,45.45,119,121,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}"
0.0,momentum,223,27,196,61,27.35,0.6882,-18.6751,17.3209,-2.0034,0.6756,-0.3697,6.6,9.336219859055417,-8.2029,-10.4721,27.59,27.1,116,107,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,223,27,196,61,27.35,0.6882,-18.6751,17.3209,-2.0034,0.6756,-0.3697,6.6,9.336219859055417,-8.2029,-10.4721,27.59,27.1,116,107,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}"
0.0,momentum,223,27,196,30,13.45,0.6629,-11.5844,11.8667,-1.7274,0.7594,-0.1781,4.0,9.336219859055417,-4.5793,-7.0052,12.07,14.95,116,107,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,223,27,196,67,30.04,0.7461,-8.0963,8.528,-1.2912,0.355,-0.2044,3.2,9.336219859055417,-4.9576,-3.1387,26.72,33.64,116,107,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}"
0.0,momentum,223,27,196,45,20.18,0.6977,-13.9162,13.2315,-1.6835,0.7136,-0.2586,5.1,9.336219859055417,-7.3012,-6.615,19.83,20.56,116,107,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}"
0.0,momentum,223,27,196,84,37.67,0.7107,-12.6208,12.0628,-1.6818,0.3692,-0.3139,4.2,9.336219859055417,-9.883,-2.7379,31.9,43.93,116,107,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}"
0.0,momentum,240,29,211,65,27.08,0.7238,-18.0555,16.8421,-1.6845,0.728,-0.3736,7.4,9.336219859055417,-6.1988,-11.8568,27.73,26.45,119,121,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,240,29,211,65,27.08,0.7238,-18.0555,16.8421,-1.6845,0.728,-0.3736,7.4,9.336219859055417,-6.1988,-11.8568,27.73,26.45,119,121,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}"
0.0,momentum,240,29,211,33,13.75,0.6609,-12.5201,13.3757,-1.6936,0.7395,-0.1784,4.1,9.336219859055417,-3.0921,-9.4279,13.45,14.05,119,121,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,240,29,211,74,30.83,0.6948,-10.4375,10.6442,-1.5539,0.3211,-0.206,3.3,9.336219859055417,-4.2868,-6.1507,27.73,33.88,119,121,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}"
0.0,momentum,240,29,211,48,20.0,0.7011,-14.6694,13.8932,-1.6091,0.7168,-0.2556,5.3,9.336219859055417,-5.1369,-9.5326,21.01,19.01,119,121,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}"
0.0,momentum,240,29,211,95,39.58,0.6844,-14.5892,13.7785,-1.8018,0.333,-0.3188,4.2,9.336219859055417,-9.149,-5.4402,33.61,45.45,119,121,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}"
0.0,momentum,223,27,196,60,26.91,0.7323,-16.2937,15.3504,-1.6729,0.743,-0.3734,7.2,9.336219859055417,-8.1577,-8.136,25.86,28.04,116,107,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,223,27,196,60,26.91,0.7323,-16.2937,15.3504,-1.6729,0.743,-0.3734,7.2,9.336219859055417,-8.1577,-8.136,25.86,28.04,116,107,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}"
0.0,momentum,223,27,196,30,13.45,0.6629,-11.5844,11.8667,-1.7274,0.7594,-0.1781,4.0,9.336219859055417,-4.5793,-7.0052,12.07,14.95,116,107,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,223,27,196,67,30.04,0.7461,-8.0963,8.528,-1.2912,0.355,-0.2044,3.2,9.336219859055417,-4.9576,-3.1387,26.72,33.64,116,107,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}"
0.0,momentum,223,27,196,44,19.73,0.7025,-13.7108,13.0548,-1.6516,0.7358,-0.2575,5.1,9.336219859055417,-7.0958,-6.615,18.97,20.56,116,107,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}"
0.0,momentum,223,27,196,84,37.67,0.7107,-12.6208,12.0628,-1.6818,0.3692,-0.3139,4.2,9.336219859055417,-9.883,-2.7379,31.9,43.93,116,107,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.0, 'tp_m': 2.5, 'max_bars': 48, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}"
0.0,momentum,240,29,211,87,36.25,0.707,-22.4434,20.4711,-1.8426,0.6226,-0.5007,9.4,9.336219859055417,-8.3344,-14.109,36.97,35.54,119,121,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.5, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.5, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,240,29,211,87,36.25,0.707,-22.4434,20.4711,-1.8426,0.6226,-0.5007,9.4,9.336219859055417,-8.3344,-14.109,36.97,35.54,119,121,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.5, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.5, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}"
0.0,momentum,240,29,211,36,15.0,0.6732,-13.265,13.8845,-1.5802,0.7591,-0.199,5.1,9.336219859055417,-3.9757,-9.2893,14.29,15.7,119,121,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.5, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.5, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}"
0.0,momentum,240,29,211,77,32.08,0.6912,-11.6883,11.7642,-1.5071,0.3397,-0.2322,4.3,9.336219859055417,-5.6926,-5.9957,28.57,35.54,119,121,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.5, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.5, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': True}"
0.0,momentum,240,29,211,55,22.92,0.6767,-18.6507,17.3048,-1.756,0.7097,-0.3118,6.9,9.336219859055417,-7.693,-10.9577,24.37,21.49,119,121,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.5, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.5, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': False}"
0.0,momentum,240,29,211,103,42.92,0.6509,-19.1172,17.6436,-1.9705,0.3461,-0.3997,5.8,9.336219859055417,-12.2677,-6.8495,37.82,47.93,119,121,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.5, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.5, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 4, 'adx_min': 20, 'be_after_r': 1.0, 'trailing': True}"
0.0,momentum,223,27,196,79,35.43,0.6892,-22.5127,20.5059,-2.0499,0.6319,-0.503,9.2,9.336219859055417,-10.2933,-12.2194,35.34,35.51,116,107,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.5, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.5, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': False}"
0.0,momentum,223,27,196,79,35.43,0.6892,-22.5127,20.5059,-2.0499,0.6319,-0.503,9.2,9.336219859055417,-10.2933,-12.2194,35.34,35.51,116,107,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.5, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.5, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.0, 'trailing': True}"
0.0,momentum,223,27,196,32,14.35,0.6444,-13.5055,13.4011,-1.8065,0.7648,-0.1988,5.0,9.336219859055417,-5.4628,-8.0427,12.93,15.89,116,107,"{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.5, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}","{'strat': 'momentum', 'rsi_l': (28, 55), 'rsi_s': (42, 72), 'sl_m': 1.5, 'tp_m': 2.5, 'max_bars': 24, 'cooldown': 8, 'adx_min': 20, 'be_after_r': 0.5, 'trailing': False}"
